,name,cd,gender,break_indices,end_time,series ,color,noisy
299,F1AS02P3,CD1,F1A,1,5.82,S02,76,0
300,F1AS02P3,CD1,F1A,4,6.21,S02,76,0
301,F1AS02P3,CD1,F1A,1,6.33,S02,76,0
302,F1AS02P3,CD1,F1A,1,6.92,S02,76,0
303,F1AS02P3,CD1,F1A,1,7.02,S02,76,0
304,F1AS02P3,CD1,F1A,1,7.99,S02,76,0
305,F1AS02P3,CD1,F1A,4,8.3,S02,76,0
306,F1AS02P3,CD1,F1A,1,8.36,S02,76,0
307,F1AS02P3,CD1,F1A,1,9.34,S02,76,0
308,F1AS02P3,CD1,F1A,4,9.97,S02,76,0
309,F1AS02P3,CD1,F1A,1,10.66,S02,76,0
310,F1AS02P3,CD1,F1A,3,11.0,S02,76,0
311,F1AS02P3,CD1,F1A,4,11.35,S02,76,0
312,F1AS02P3,CD1,F1A,1,11.7,S02,76,0
313,F1AS02P3,CD1,F1A,3,12.28,S02,76,0
314,F1AS02P3,CD1,F1A,1,12.56,S02,76,0
315,F1AS02P3,CD1,F1A,1,12.62,S02,76,0
316,F1AS02P3,CD1,F1A,4,13.06,S02,76,0
317,F1AS02P3,CD1,F1A,1,13.13,S02,76,0
318,F1AS02P3,CD1,F1A,1,13.32,S02,76,0
319,F1AS02P3,CD1,F1A,1,13.65,S02,76,0
320,F1AS02P3,CD1,F1A,1,13.93,S02,76,0
321,F1AS02P3,CD1,F1A,4,14.54,S02,76,0
322,F1AS02P3,CD1,F1A,4,15.37,S02,76,0
323,F1AS02P3,CD1,F1A,4,16.0,S02,76,0
324,F1AS02P3,CD1,F1A,1,16.52,S02,76,0
325,F1AS02P3,CD1,F1A,1,16.86,S02,76,0
326,F1AS02P3,CD1,F1A,4,17.23,S02,76,0
327,F1AS03P1,CD1,F1A,1,0.18,S03,76,0
328,F1AS03P1,CD1,F1A,1,0.58,S03,76,0
329,F1AS03P1,CD1,F1A,4,0.99,S03,76,0
330,F1AS03P1,CD1,F1A,1,1.34,S03,76,0
331,F1AS03P1,CD1,F1A,1,1.77,S03,76,0
332,F1AS03P1,CD1,F1A,1,1.99,S03,76,0
333,F1AS03P1,CD1,F1A,1,2.08,S03,76,0
334,F1AS03P1,CD1,F1A,1,2.54,S03,76,0
335,F1AS03P1,CD1,F1A,3,3.01,S03,76,0
336,F1AS03P1,CD1,F1A,1,3.09,S03,76,0
337,F1AS03P1,CD1,F1A,4,3.91,S03,76,0
338,F1AS03P1,CD1,F1A,1,4.08,S03,76,0
339,F1AS03P1,CD1,F1A,1,4.34,S03,76,0
340,F1AS03P1,CD1,F1A,1,4.6,S03,76,0
341,F1AS03P1,CD1,F1A,4,4.97,S03,76,0
342,F1AS03P1,CD1,F1A,1,5.49,S03,76,0
343,F1AS03P1,CD1,F1A,4,5.87,S03,76,0
344,F1AS03P1,CD1,F1A,1,6.08,S03,76,0
345,F1AS03P1,CD1,F1A,1,6.14,S03,76,0
346,F1AS03P1,CD1,F1A,1,6.54,S03,76,0
347,F1AS03P1,CD1,F1A,1,6.82,S03,76,0
348,F1AS03P1,CD1,F1A,1,7.2,S03,76,0
349,F1AS03P1,CD1,F1A,4,7.58,S03,76,0
350,F1AS03P1,CD1,F1A,1,7.79,S03,76,0
351,F1AS03P1,CD1,F1A,1,8.15,S03,76,0
352,F1AS03P1,CD1,F1A,1,8.6,S03,76,0
353,F1AS03P1,CD1,F1A,4,9.33,S03,76,0
354,F1AS03P1,CD1,F1A,1,9.97,S03,76,0
355,F1AS03P1,CD1,F1A,1,10.33,S03,76,0
356,F1AS03P1,CD1,F1A,1,10.43,S03,76,1
357,F1AS03P1,CD1,F1A,1,10.49,S03,76,0
358,F1AS03P1,CD1,F1A,1,10.88,S03,76,0
359,F1AS03P1,CD1,F1A,1,11.23,S03,76,0
360,F1AS03P1,CD1,F1A,1,11.63,S03,76,0
361,F1AS03P1,CD1,F1A,4,11.93,S03,76,1
362,F1AS03P1,CD1,F1A,1,12.31,S03,76,0
363,F1AS03P1,CD1,F1A,4,12.7,S03,76,0
364,F1AS03P1,CD1,F1A,1,13.35,S03,76,0
365,F1AS03P1,CD1,F1A,1,13.56,S03,76,0
366,F1AS03P1,CD1,F1A,3,14.22,S03,76,0
367,F1AS03P1,CD1,F1A,1,14.58,S03,76,0
368,F1AS03P1,CD1,F1A,4,15.21,S03,76,0
369,F1AS03P1,CD1,F1A,1,15.48,S03,76,0
370,F1AS03P1,CD1,F1A,1,15.9,S03,76,0
371,F1AS03P1,CD1,F1A,4,16.46,S03,76,0
372,F1AS03P1,CD1,F1A,1,17.02,S03,76,0
373,F1AS03P1,CD1,F1A,1,17.26,S03,76,0
374,F1AS03P1,CD1,F1A,3,17.79,S03,76,0
375,F1AS03P1,CD1,F1A,1,17.88,S03,76,0
376,F1AS03P1,CD1,F1A,1,17.95,S03,76,0
377,F1AS03P1,CD1,F1A,1,18.43,S03,76,0
378,F1AS03P1,CD1,F1A,1,19.04,S03,76,0
379,F1AS03P1,CD1,F1A,1,19.11,S03,76,0
380,F1AS03P1,CD1,F1A,4,19.84,S03,76,0
381,F1AS03P1,CD1,F1A,1,20.33,S03,76,0
382,F1AS03P1,CD1,F1A,1,20.71,S03,76,0
383,F1AS03P1,CD1,F1A,1,20.86,S03,76,0
384,F1AS03P1,CD1,F1A,1,21.57,S03,76,0
385,F1AS03P1,CD1,F1A,1,21.66,S03,76,0
386,F1AS03P1,CD1,F1A,1,21.93,S03,76,0
387,F1AS03P1,CD1,F1A,4,22.56,S03,76,0
388,F1AS03P1,CD1,F1A,1,23.45,S03,76,0
389,F1AS03P1,CD1,F1A,1,23.55,S03,76,0
390,F1AS03P1,CD1,F1A,1,23.95,S03,76,0
391,F1AS03P1,CD1,F1A,4,24.2,S03,76,0
392,F1AS03P1,CD1,F1A,1,24.44,S03,76,0
393,F1AS03P1,CD1,F1A,3,25.0,S03,76,1
394,F1AS03P1,CD1,F1A,1,25.07,S03,76,0
395,F1AS03P1,CD1,F1A,1,25.13,S03,76,0
396,F1AS03P1,CD1,F1A,2,25.42,S03,76,1
397,F1AS03P1,CD1,F1A,1,25.98,S03,76,0
398,F1AS03P1,CD1,F1A,1,26.06,S03,76,0
399,F1AS03P1,CD1,F1A,1,26.47,S03,76,0
400,F1AS03P1,CD1,F1A,4,26.69,S03,76,0
401,F1AS03P1,CD1,F1A,1,27.33,S03,76,0
402,F1AS03P1,CD1,F1A,4,27.87,S03,76,0
403,F1AS03P1,CD1,F1A,1,28.09,S03,76,0
404,F1AS03P1,CD1,F1A,1,28.16,S03,76,0
405,F1AS03P1,CD1,F1A,1,28.66,S03,76,0
406,F1AS03P1,CD1,F1A,1,28.75,S03,76,0
407,F1AS03P1,CD1,F1A,1,28.79,S03,76,0
408,F1AS03P1,CD1,F1A,4,29.35,S03,76,0
409,F1AS03P1,CD1,F1A,1,29.51,S03,76,0
410,F1AS03P1,CD1,F1A,1,29.71,S03,76,0
411,F1AS03P1,CD1,F1A,3,30.13,S03,76,0
412,F1AS03P1,CD1,F1A,1,30.48,S03,76,0
413,F1AS03P1,CD1,F1A,1,30.53,S03,76,0
414,F1AS03P1,CD1,F1A,1,31.04,S03,76,0
415,F1AS03P1,CD1,F1A,1,31.48,S03,76,0
416,F1AS03P1,CD1,F1A,1,31.8,S03,76,0
417,F1AS03P1,CD1,F1A,4,32.06,S03,76,0
418,F1AS03P1,CD1,F1A,3,32.72,S03,76,1
419,F1AS03P1,CD1,F1A,1,32.91,S03,76,0
420,F1AS03P1,CD1,F1A,1,32.96,S03,76,0
421,F1AS03P1,CD1,F1A,1,33.2,S03,76,0
422,F1AS03P1,CD1,F1A,1,33.29,S03,76,1
423,F1AS03P1,CD1,F1A,1,33.35,S03,76,0
424,F1AS03P1,CD1,F1A,4,33.83,S03,76,0
425,F1AS03P2,CD1,F1A,1,0.07,S03,76,0
426,F1AS03P2,CD1,F1A,3,0.47,S03,76,0
427,F1AS03P2,CD1,F1A,2,0.96,S03,76,0
428,F1AS03P2,CD1,F1A,4,1.6,S03,76,0
429,F1AS03P2,CD1,F1A,1,1.79,S03,76,0
430,F1AS03P2,CD1,F1A,1,2.16,S03,76,0
431,F1AS03P2,CD1,F1A,4,2.43,S03,76,0
432,F1AS03P2,CD1,F1A,1,2.55,S03,76,0
433,F1AS03P2,CD1,F1A,1,2.63,S03,76,0
434,F1AS03P2,CD1,F1A,2,3.29,S03,76,1
435,F1AS03P2,CD1,F1A,1,3.86,S03,76,0
436,F1AS03P2,CD1,F1A,1,4.27,S03,76,0
437,F1AS03P2,CD1,F1A,4,4.66,S03,76,0
438,F1AS03P2,CD1,F1A,1,5.14,S03,76,0
439,F1AS03P2,CD1,F1A,3,5.5,S03,76,0
440,F1AS03P2,CD1,F1A,1,5.93,S03,76,0
441,F1AS03P2,CD1,F1A,4,6.59,S03,76,0
442,F1AS03P2,CD1,F1A,1,6.95,S03,76,0
443,F1AS03P2,CD1,F1A,1,7.03,S03,76,0
444,F1AS03P2,CD1,F1A,4,7.83,S03,76,0
445,F1AS03P2,CD1,F1A,1,8.09,S03,76,0
446,F1AS03P2,CD1,F1A,1,8.36,S03,76,0
447,F1AS03P2,CD1,F1A,1,8.69,S03,76,0
448,F1AS03P2,CD1,F1A,4,9.01,S03,76,0
449,F1AS03P2,CD1,F1A,3,10.12,S03,76,0
450,F1AS03P2,CD1,F1A,1,10.44,S03,76,0
